description,budget,average_cast_pop,genre,director,success_label
"Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction. [{'id': 1422, 'name': 'boat'}, {'id': 2799, 'name': 'cruise'}, {'id': 6104, 'name': 'computer'}, {'id': 10617, 'name': 'disaster'}, {'id': 33461, 'name': 'diamond'}, {'id': 228194, 'name': 'collision course'}]",160000000,0.0,Action,Jan de Bont,hit
"The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage. [{'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9789, 'name': 'misfit'}, {'id': 9882, 'name': 'space'}, {'id': 12405, 'name': 'outer space'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",200000000,0.0,Action,James Gunn,blockbuster
"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts. [{'id': 1721, 'name': 'fight'}, {'id': 6088, 'name': 'governance'}, {'id': 8841, 'name': 'puppy'}, {'id': 12097, 'name': 'allergy'}, {'id': 209714, 'name': '3d'}]",60000000,0.0,Comedy,Lawrence Guterman,above average
"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt. As he is put to death on the cross, Jesus is tempted by visions of an ordinary life married to Mary Magdalene. [{'id': 186, 'name': 'christianity'}, {'id': 2052, 'name': 'traitor'}, {'id': 2974, 'name': 'jesus christ'}, {'id': 3035, 'name': 'roman'}, {'id': 3571, 'name': 'crucifixion'}, {'id': 4115, 'name': 'longing'}, {'id': 4690, 'name': 'moral conflict'}, {'id': 41511, 'name': 'cross'}, {'id': 161216, 'name': 'blasphemy'}, {'id': 162706, 'name': 'temptation'}, {'id': 162708, 'name': 'mary magdalene'}]",7000000,0.0,Drama,Martin Scorsese,flop
"When their parents die, Bianca starts to smoke and Tomas is still a virgin. The orphans explore the dangerous streets of adulthood until Bianca finds Maciste, a retired Mr. Universe, and enters his dark mansion in search of a future. [{'id': 187056, 'name': 'woman director'}]",0,0.0,Drama,Alicia Scherson,flop
"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon. [{'id': 9663, 'name': 'sequel'}, {'id': 9755, 'name': 'parody'}, {'id': 11931, 'name': 'spoof'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}]",20000000,0.0,Comedy,Malcolm D. Lee,above average
"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite. [{'id': 212, 'name': 'london england'}, {'id': 578, 'name': 'rock and roll'}, {'id': 641, 'name': 'single parent'}, {'id': 897, 'name': 'rap music'}, {'id': 1338, 'name': 'bachelor'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 6054, 'name': 'friendship'}, {'id': 9457, 'name': 'single'}]",27000000,0.0,Drama,Chris Weitz,hit
"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue. [{'id': 782, 'name': 'assassin'}, {'id': 1308, 'name': 'secret identity'}, {'id': 2051, 'name': 'intelligence'}, {'id': 2111, 'name': 'soviet union'}, {'id': 2139, 'name': 'russia'}, {'id': 2698, 'name': 'celibacy'}, {'id': 2708, 'name': 'hitman'}, {'id': 2908, 'name': 'secret society'}, {'id': 3720, 'name': 'power'}, {'id': 3997, 'name': 'power takeover'}, {'id': 5440, 'name': 'adversary'}, {'id': 6086, 'name': 'government'}, {'id': 13129, 'name': 'execution'}, {'id': 14819, 'name': 'violence'}, {'id': 15127, 'name': 'killer'}, {'id': 41645, 'name': 'based on video game'}, {'id': 215141, 'name': 'secret formula'}]",24000000,0.0,Action,Xavier Gens,above average
"An Asian assassin (Dong-gun Jang) is forced to hide in a small town in the American Badlands. Also starring Kate Bosworth, Danny Huston, Tony Cox and Academy Award winner Geoffrey Rush. [{'id': 782, 'name': 'assassin'}, {'id': 1415, 'name': 'small town'}, {'id': 5774, 'name': 'forest'}, {'id': 9748, 'name': 'revenge'}, {'id': 9758, 'name': 'deception'}, {'id': 11058, 'name': 'super speed'}, {'id': 11541, 'name': 'surprise ending'}]",42000000,0.0,Adventure,Sngmoo Lee,below average
"Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family. [{'id': 272, 'name': 'transylvania'}, {'id': 716, 'name': 'vatican'}, {'id': 3133, 'name': 'vampire'}, {'id': 3633, 'name': 'dracula'}, {'id': 4197, 'name': 'bite'}, {'id': 6737, 'name': 'frankenstein'}, {'id': 12564, 'name': 'werewolf'}, {'id': 156491, 'name': 'multiple monsters'}, {'id': 162729, 'name': 'van helsing'}, {'id': 220651, 'name': 'castles'}, {'id': 220652, 'name': 'mr. hyde'}]",160000000,0.0,Horror,Stephen Sommers,hit
"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past. [{'id': 658, 'name': 'sea'}, {'id': 1316, 'name': 'captain'}, {'id': 1860, 'name': 'mutiny'}, {'id': 1938, 'name': 'sword'}, {'id': 2569, 'name': 'prime minister'}, {'id': 3180, 'name': 'sailing'}, {'id': 3625, 'name': 'silver'}, {'id': 3799, 'name': 'ship'}, {'id': 4235, 'name': 'duke'}, {'id': 5938, 'name': 'mermaid'}, {'id': 12988, 'name': 'pirate'}, {'id': 13065, 'name': 'soldier'}, {'id': 14643, 'name': 'battle'}, {'id': 157186, 'name': 'swashbuckler'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 209714, 'name': '3d'}]",380000000,0.0,Adventure,Rob Marshall,blockbuster
"Our favourite police men are called together to deal with a gang who rob banks and jewelers. Using their various talents as well as their extraordinary luck, the crooks stand no chance against our men and women wearing blue.. [{'id': 271, 'name': 'competition'}, {'id': 1919, 'name': 'mayor'}, {'id': 5340, 'name': 'investigation'}, {'id': 5440, 'name': 'adversary'}, {'id': 10726, 'name': 'gang'}, {'id': 13142, 'name': 'gangster'}, {'id': 156236, 'name': 'jewel thief'}]",0,0.0,Comedy,Peter Bonerz,below average
"Immigrants from around the world enter Los Angeles every day, with hopeful visions of a better life, but little notion of what that life may cost. Their desperate scenarios test the humanity of immigration enforcement officers. In Crossing Over, writer-director Wayne Kramer explores the allure of the American dream, and the reality that immigrants find – and create -- in 21st century L.A. [{'id': 2356, 'name': 'immigrant'}, {'id': 12670, 'name': 'los angeles'}]",25000000,0.0,Crime,Wayne Kramer,flop
"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity. [{'id': 291, 'name': 'circus'}, {'id': 2551, 'name': 'pet'}, {'id': 3714, 'name': 'human being'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5726, 'name': 'insurrection'}, {'id': 6092, 'name': 'army'}, {'id': 14759, 'name': 'ape'}]",1700000,0.0,Action,J. Lee Thompson,flop
"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart. [{'id': 12670, 'name': 'los angeles'}, {'id': 13142, 'name': 'gangster'}]",60000000,0.0,Crime,Ruben Fleischer,hit
"The true story of anti-apartheid activists in South Africa, and particularly the life of Patrick Chamusso, a timid foreman at Secunda CTL, the largest synthetic fuel plant in the world. Patrick is wrongly accused, imprisoned and tortured for an attempt to bomb the plant, with the injustice transforming the apolitical worker into a radicalised insurgent, who then carries out his own successful sabotage mission. [{'id': 796, 'name': 'police brutality'}, {'id': 836, 'name': 'resistance'}, {'id': 3644, 'name': 'south africa'}, {'id': 4106, 'name': 'apartheid'}, {'id': 4737, 'name': 'african national congress'}, {'id': 6145, 'name': 'right and justice'}]",0,0.0,Action,Phillip Noyce,flop
"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit. [{'id': 534, 'name': 'mexico'}, {'id': 591, 'name': 'cia'}, {'id': 919, 'name': 'smoking'}, {'id': 1556, 'name': 'texas'}, {'id': 1812, 'name': 'fbi'}, {'id': 9826, 'name': 'murder'}, {'id': 11719, 'name': 'dirty cop'}, {'id': 13042, 'name': 'soccer'}, {'id': 14964, 'name': 'drug'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 160194, 'name': 'night vision'}, {'id': 164881, 'name': 'death of daughter'}, {'id': 189102, 'name': 'tunnel'}, {'id': 191209, 'name': 'el paso'}, {'id': 198423, 'name': 'moral dilemma'}, {'id': 208397, 'name': 'death of wife'}, {'id': 217064, 'name': 'mexican cartel'}]",30000000,0.0,Action,Denis Villeneuve,above average
"An oppressed Mexican peasant village hires seven gunfighters to help defend their homes. [{'id': 2673, 'name': 'horse'}, {'id': 5331, 'name': 'village'}, {'id': 6054, 'name': 'friendship'}, {'id': 9714, 'name': 'remake'}, {'id': 33344, 'name': 'bandit'}, {'id': 154846, 'name': 'farmer'}, {'id': 155291, 'name': 'cowboy'}, {'id': 163127, 'name': 'mexican'}, {'id': 168091, 'name': ""white man's burden""}, {'id': 168093, 'name': 'henry rifle'}, {'id': 188296, 'name': 'hired gun'}]",2000000,0.0,Western,John Sturges,flop
"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan. [{'id': 163053, 'name': 'found footage'}]",5000000,0.0,Horror,Ed Gass-Donnelly,below average
"Mysterious bomber is planting explosive devices in Seattle. Since their quality takes too big a toll among Seattle Police bomb experts, John Pierce, former head of the Bomb Squad, reluctantly takes the job that will take him to face his worst nightmare. [{'id': 572, 'name': 'sex'}, {'id': 772, 'name': 'handcuffs'}, {'id': 1010, 'name': 'bar'}, {'id': 2350, 'name': 'seattle'}, {'id': 2532, 'name': 'bomber'}, {'id': 3048, 'name': 'bomb constructor'}, {'id': 4668, 'name': 'police operation'}, {'id': 5824, 'name': 'video surveillance'}, {'id': 6490, 'name': 'shopping mall'}, {'id': 9778, 'name': 'exploding building'}, {'id': 10183, 'name': 'independent film'}, {'id': 11612, 'name': 'hospital'}, {'id': 11732, 'name': 'cigarette smoking'}, {'id': 13015, 'name': 'terrorism'}, {'id': 18114, 'name': 'exploding car'}, {'id': 33702, 'name': 'bombing'}, {'id': 156788, 'name': 'swat team'}, {'id': 157251, 'name': 'bomb planting'}, {'id': 163277, 'name': 'childbirth'}, {'id': 167342, 'name': 'bomb squad'}, {'id': 171792, 'name': 'die hard scenario'}, {'id': 188960, 'name': 'elevator'}, {'id': 226463, 'name': 'human bomb'}, {'id': 226499, 'name': 'manhunt'}]",0,0.0,Action,Roger Christian,flop
"Teenager Les Anderson thinks his life can't get any worse after he flunks his driver's exam, but he's wrong. Even though he didn't receive his license, Les refuses to break his date with the cool Mercedes Lane, and he decides to lift his family's prize luxury car for the occasion. Unfortunately, Mercedes sneaks some booze along and passes out drunk, and a confused Les makes the bad decision of enlisting his rebellious friend, Dean, to help. [{'id': 5165, 'name': 'champagne'}, {'id': 8680, 'name': 'ferrari'}, {'id': 11694, 'name': 'driving test'}, {'id': 11696, 'name': 'underage drinking'}, {'id': 155232, 'name': 'drunk driving'}, {'id': 155233, 'name': 'teem'}]",8000000,0.0,Comedy,Greg Beeman,below average
"Ai Weiwei is known for many things – great architecture, subversive in-your-face art, and political activism. He has also called for greater transparency on the part of the Chinese state. Director Alison Klayman chronicles the complexities of Ai’s life for three years, beginning with his rise to public prominence via blog and Twitter after he questioned the deaths of more than 5,000 students in the 2008 Sichuan earthquake. The record continues through his widely publicized arrest in Beijing in April of 2011. As Ai prepares various works of art for major international exhibitions, his activism heats up, and his run-ins with China’s authorities become more and more frequent. [{'id': 2930, 'name': 'freedom of speech'}, {'id': 166671, 'name': 'social activism'}, {'id': 166672, 'name': 'dissident'}, {'id': 166673, 'name': 'chinese communists'}, {'id': 166675, 'name': 'sichuan earthquake'}, {'id': 166676, 'name': 'contemporary art'}, {'id': 166678, 'name': 'twitter'}, {'id': 176834, 'name': 'social media'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187056, 'name': 'woman director'}]",0,0.0,Documentary,Alison Klayman,flop
