id,budget,imdb_id,original_language,original_title,overview,popularity,release_date,runtime,status,tagline,title,revenue,genres_extracted,keywords_extracted,top_cast,directors,production_companies_extracted,production_countries_extracted,spoken_languages_extracted,collection_name
2247,16000000.0,tt4972062,en,Don't Think Twice,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time.",8.067119,2016-07-22,90.0,Released,The spotlight's not for everyone.,Don't Think Twice,4417667,"Comedy, Drama",,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia",Mike Birbiglia,"Cold Iron Pictures, The Film Arcade",United States of America,English,
2248,20000000.0,tt0985694,en,Machete,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",7.120403,2010-09-01,105.0,Released,He was given an offer he couldn't refuse...,Machete,31327899,"Action, Comedy, Thriller","illegal immigration, immigration law, machete, politician, death of a child, hard to kill, brutal death","Danny Trejo, Michelle Rodriguez, Jessica Alba","Robert Rodriguez, Ethan Maniquis","Dune Entertainment, Dune Entertainment III, Troublemaker Studios, Overnight Films",United States of America,"English, Español",Machete Collection
2249,33000000.0,tt0120804,en,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",7.781293,2002-03-15,100.0,Released,A secret experiment. A deadly virus. A fatal mistake.,Resident Evil,102984862,"Horror, Action, Science Fiction","undercover, mutant, dystopia, conspiracy, zombie, based on video game","Milla Jovovich, Michelle Rodriguez, Eric Mabius",Paul W.S. Anderson,"Impact Pictures, Davis-Films, New Legacy, Constantin Film Produktion","France, Germany, United Kingdom, United States of America",English,Resident Evil Collection
2250,15000000.0,tt0427309,en,The Great Debaters,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African American college students into an historical powerhouse that took on the Harvard elite.,8.735448,2007-12-27,126.0,Released,"When the nation was in need, he inspired them to give us hope.",The Great Debaters,30226144,Drama,biography,"Denzel Washington, Nate Parker, Forest Whitaker",Denzel Washington,"The Weinstein Company, Harpo Films, Marshall Production",United States of America,English,
2251,16000000.0,tt1837562,en,A Royal Night Out,"The re-imagining of VE Day in 1945, when Princess Elizabeth and her sister, Margaret were allowed out from Buckingham Palace for the night to join in the celebrations, and encounter romance and danger.",4.060966,2015-05-14,97.0,Released,,A Royal Night Out,228136,"Thriller, Romance, Drama",,"Sarah Gadon, Bel Powley, Emily Watson",Julian Jarrold,"Ecosse Films, Scope Pictures, Filmgate Films",United Kingdom,English,
2252,130.0,tt1729637,hi,Bodyguard,"Lovely Singh (Salman Khan) is the bodyguard of Sartaj Rana's (Raj Babbar) daughter Divya Rana (Kareena Kapoor). He is very devoted to his duties but irritates her all the time by following her everywhere. Consequently, Divya and her friend (Hazel Keech) call Lovely and start a prank love affair. Lovely starts loving the mystery person but doesn't realizes that it is Divya (who also falls in love with him) who was behind all of this. Sartaj Rana (Raj Babbar) suspects him and Divya to be in love and sends criminals to kill him in case his lover turns out to be Divya. Sensing this, Divya sends her friend to Lovely to tell him her true identity. In a twist, it is revealed that the friend is also in love with Lovely. She falsely accepts that she is her strange lover. They marry and have a child. She dies early and reveals to her son about her fraud and asks him to unite Lovely and Divya.",2.402032,2011-08-31,130.0,Released,,Bodyguard,8,"Drama, Action, Comedy, Romance","lie, diary, college, train, railway, remake of malayalam film","Salman Khan, Kareena Kapoor, Mahesh Manjrekar",Siddique,"Reliance Entertainment, Reel Life Productions",India,हिन्दी,
2253,19000000.0,tt0384806,en,The Amityville Horror,A family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder.,13.088552,2005-04-15,90.0,Released,What happened over the next 28 days has never been explained.,The Amityville Horror,108047131,"Horror, Thriller, Drama","holy water, long island, remake, family dinner, paranormal, violence, wood chopping, backwards, tortured to death, moving in, based on supposedly true story","Ryan Reynolds, Melissa George, Jesse James",Andrew Douglas,"Platinum Dunes, Dimension Films, Metro-Goldwyn-Mayer (MGM), Radar Pictures",United States of America,English,The Amityville Horror Collection
2254,16000000.0,tt0870090,pt,Cidade dos Homens,"Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers' pasts which will shatter their solid friendship, in the middle of a war between rival drug gangs from Rio's favelas.",3.527212,2007-08-31,106.0,Released,,City of Men,307076,Drama,"slum, father son relationship, street gang, brazilian, becoming an adult, rio de janeiro, loss of father, father murder, will to survive, battle for power, matter of life and death, street riots, boy gang, independent film, gang, youth gang, father figure","Douglas Silva, Darlan Cunha, Jonathan Haagensen",Paulo Morelli,"O2 Filmes, Fox Filmes do Brasil, Globo Filmes, Petrobrás",Brazil,Português,
2255,11000000.0,tt1064932,fr,Bienvenue chez les ch'tis,"Although living a comfortable life in Salon-de-Provence, a charming town in the South of France, Julie has been feeling depressed for a while. To please her, Philippe Abrams, a post office administrator, her husband, tries to obtain a transfer to a seaside town, on the French Riviera, at any cost. The trouble is that he is caught red-handed while trying to scam an inspector. Philippe is immediately banished to the distant unheard of town of Bergues, in the Far North of France...",7.250134,2008-01-09,106.0,Released,,Welcome to the Sticks,53191886,Comedy,"clock tower, jealousy, cheating, provence, lie, southern france, postman, flush, mama's boy, bias, local speciality, job transfer, northern france, disabled, dialect","Kad Merad, Dany Boon, Zoé Félix","Dany Boon, Nicolas Guy","Centre National de la Cinématographie, TF1 Films Productions, Pathé Renn Productions, Hirsch, Canal+, CinéCinéma, Région Nord-Pas-de-Calais, Les Productions du Chicon, Centre Régional des Ressources Audiovisuelles (CRRAV)",France,Français,
2256,1.0,tt0120836,en,Lost & Found,"A comedy about finding your true love at any price. Dylan Ramsey resorts to snatching his beautiful neighbor's dog so he can spend time with her while they go on a phantom dog hunt. Succeeding in his plan, Dylan goes to return the pooch, only to discover that it has hidden Dylan's best friend's diamond ring. Written by WARNER BROS.",1.337096,1999-04-23,95.0,Released,A comedy about a guy who would do anything to get the girl of his dreams - and did!,Lost & Found,100,"Comedy, Romance","restaurant, neighbor, dog, ring","David Spade, Sophie Marceau, Ever Carradine",Jeff Pollack,"Alcon Entertainment, Dinamo Entertainment",United States of America,English,
2257,16000000.0,tt0103190,fr,Van Gogh,"In late spring, 1890, Vincent moves to Auvers-sur-Oise, near Paris, under the care of Dr. Gachet, living in a humble inn. Fewer than 70 days later, Vincent dies from a self-inflicted gunshot wound. We see Vincent at work, painting landscapes and portraits. His brother Theo, wife Johanna, and their baby visit Auvers. Vincent is playful and charming, engaging the attentions of Gachet's daughter Marguerite (who's half Vincent's age), a young maid at the inn, Cathy a Parisian prostitute, and Johanna. Shortly before his death, Vincent visits Paris, quarrels with Theo, disparages his own art and accomplishments, dances at a brothel, and is warm then cold toward Marguerite.",1.484109,1991-10-30,158.0,Released,The last 67 days of the great artist's life.,Van Gogh,138000,Drama,"brother brother relationship, dying and death, biography, drawing and painting","Jacques Dutronc, Alexandra London, Bernard Le Coq",Maurice Pialat,Cofimage 2,France,Français,
2258,7000000.0,tt0379725,en,Capote,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.",6.01272,2005-09-30,114.0,Released,In Cold Blood,Capote,49084830,"Crime, Drama","gay, self-fulfilling prophecy, based on novel, journalism, identity, dream, literature research, literature, dying and death, biography","Philip Seymour Hoffman, Allie Mickelson, Craig Archibald",Bennett Miller,"Sony Pictures Classics, Cooper's Town Productions, Eagle Vision Inc., Manitoba Film and Video Production Tax Credit, Province of British Columbia Production Services Tax Credit, Infinity Media, A-Line Pictures","Canada, United States of America",English,
2259,90000000.0,tt0113492,en,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",8.184815,1995-06-30,96.0,Released,"In the future, one man is the law.",Judge Dredd,113493481,Science Fiction,"judge, post-apocalyptic, dystopia, based on comic, police officer, based on graphic novel, frame up, dystopic future, framed for murder, gene, prosthetic limb, post holocaust, dna testing, dredd, 2000 ad","Sylvester Stallone, Diane Lane, Armand Assante",Danny Cannon,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,English,
2260,16000000.0,tt1029120,en,Henry Poole Is Here,Henry Poole abandons his fiancée and family business to spend what he believes are his remaining days alone. The discovery of a 'miracle' by a nosy neighbor ruptures his solitude and restores his faith in life.,5.923904,2008-08-15,99.0,Released,Changing his attitude will take a miracle.,Henry Poole Is Here,1829917,"Comedy, Drama","depression, miracle, graffiti, house, faith, terminal illness, dying man, loneliness, independent film, neighbor, spirituality, tape recorder, photograph","Luke Wilson, George Lopez, Radha Mitchell",Mark Pellington,"Lakeshore Entertainment, Camelot Pictures, Overture Films",United States of America,English,
2261,3800000.0,tt1276105,en,Saint John of Las Vegas,An ex-gambler is lured back into the game by a veteran insurance-fraud investigator.,2.894924,2009-06-10,84.0,Released,,Saint John of Las Vegas,111731,Comedy,"independent film, aftercreditsstinger","Steve Buscemi, Romany Malco, Tim Blake Nelson",Hue Rhodes,,United States of America,"English, Italiano",
2262,16000000.0,tt0097880,en,The Mighty Quinn,"Police chief Xavier Quinn investigates the gruesome murder of Donald Pater, one of the wealthiest residents on a Caribbean island. He was found decapitated in his Jacuzzi. Although the local political establishment, especially crooked Governor Chalk, insists that small-time thief Maubee is responsible, Xavier has his doubts. This view is complicated by the police chief's personal history with Maubee: The men have been friends since childhood.",2.326119,1989-02-17,98.0,Released,The chief of police anf the chief suspect know each other too well to let a little thing like murder get in their way.,The Mighty Quinn,4557214,"Action, Comedy, Mystery, Thriller","romantic comedy, suspense, witty, whodunit","Denzel Washington, James Fox, Mimi Rogers",Carl Schenkel,"Star Partners II Ltd., Metro-Goldwyn-Mayer (MGM), A&M Films",United States of America,English,
